"Distributions of household economic accounts, income, consumption and saving, Canada, provinces and territories, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table: 36-10-0588-01 (formerly CANSIM 378-0153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release date: 2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geography: Canada, Province or territory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Geography,Canada 1,,,,,,,,,,Newfoundland and Labrador 1,,,,,,,,,,Prince Edward Island 1,,,,,,,,,,Nova Scotia 1,,,,,,,,,,New Brunswick 1,,,,,,,,,,Quebec 1,,,,,,,,,,Ontario 1,,,,,,,,,,Manitoba 1,,,,,,,,,,Saskatchewan 1,,,,,,,,,,Alberta 1,,,,,,,,,,British Columbia 1,,,,,,,,,,Yukon 1,,,,,,,,,,Northwest Territories 1,,,,,,,,,,Nunavut 1,,,,,,,,,
,Miscellaneous goods and services,"2,529",,"2,631",,"2,718",,"2,471",,"2,640",,"2,575",,"2,560",,"2,582",,"2,443",,"2,678",,"2,278",,"2,354",,"2,367",,"2,263",,"2,671",,"2,621",,"2,731",,"2,829",,"2,630",,"2,889",,"2,420",,"2,463",,"2,501",,"2,400",,"2,567",,"2,200",,"2,276",,"2,392",,"2,199",,"2,377",,"2,723",,"2,826",,"2,918",,"2,589",,"2,717",,"2,412",,"2,449",,"2,513",,"2,303",,"2,468",,"2,435",,"2,473",,"2,516",,"2,280",,"2,437",,"2,528",,"2,646",,"2,695",,"2,429",,"2,518",,"2,608",,"2,801",,"2,873",,"2,711",,"3,030",,"2,261",,"2,346",,"2,212",,"2,282",,"2,444",,"2,567",,"2,705",,"2,541",,"2,608",,"2,829",,"2,101",,"2,097",,"2,192",,"2,153",,"2,148",
,Social transfers in kind (STiK),"13,022",,"13,416",,"13,750",,"14,407",,"15,253",,"14,136",,"14,469",,"14,381",,"14,779",,"16,319",,"12,580",,"12,429",,"12,085",,"12,335",,"13,741",,"13,606",,"14,058",,"14,382",,"14,977",,"15,596",,"12,753",,"12,905",,"13,046",,"13,513",,"14,459",,"12,286",,"12,731",,"13,091",,"13,977",,"14,933",,"12,898",,"13,317",,"13,480",,"14,112",,"15,014",,"16,118",,"16,428",,"17,333",,"18,251",,"19,063",,"15,461",,"15,572",,"16,041",,"16,343",,"17,114",,"13,663",,"13,979",,"14,571",,"15,064",,"15,009",,"11,968",,"12,383",,"12,926",,"13,468",,"14,678",,"28,896",,"28,465",,"25,380",,"26,178",,"27,086",,"42,984",,"44,084",,"40,458",,"44,583",,"47,335",,"49,871",,"52,711",,"56,341",,"62,493",,"60,735",
,Social transfers in kind (STiK): education,"4,062",,"4,186",,"4,248",,"4,406",,"4,408",,"4,810",,"4,838",,"4,817",,"4,898",,"5,428",,"4,022",,"4,078",,"4,019",,"4,017",,"4,372",,"3,877",,"4,017",,"4,110",,"4,309",,"4,273",,"3,575",,"3,577",,"3,622",,"3,643",,"3,901",,"3,798",,"3,952",,"4,023",,"4,127",,"4,433",,"4,038",,"4,198",,"4,243",,"4,497",,"4,253",,"4,682",,"4,706",,"4,739",,"4,905",,"5,067",,"5,723",,"5,696",,"5,871",,"5,851",,"6,070",,"4,691",,"4,729",,"4,822",,"4,821",,"4,624",,"3,406",,"3,531",,"3,636",,"3,827",,"3,972",,"8,525",,"8,268",,"6,810",,"6,423",,"6,923",,"10,897",,"11,177",,"9,503",,"10,068",,"10,711",,"11,516",,"11,635",,"11,823",,"12,674",,"12,640",
,Social transfers in kind (STiK): health,"6,467",,"6,605",,"6,797",,"7,234",,"8,084",,"7,471",,"7,721",,"7,688",,"7,970",,"8,876",,"6,543",,"6,261",,"5,982",,"6,196",,"7,191",,"7,351",,"7,575",,"7,820",,"8,040",,"8,642",,"7,024",,"7,106",,"7,173",,"7,598",,"8,192",,"6,553",,"6,740",,"6,963",,"7,694",,"8,336",,"6,051",,"6,130",,"6,220",,"6,491",,"7,719",,"8,232",,"8,446",,"8,891",,"9,447",,"10,192",,"7,325",,"7,365",,"7,509",,"7,743",,"8,283",,"6,414",,"6,583",,"6,972",,"7,538",,"7,710",,"6,249",,"6,433",,"6,714",,"7,084",,"7,960",,"12,820",,"12,485",,"11,680",,"12,148",,"12,156",,"19,441",,"19,962",,"18,055",,"20,430",,"22,325",,"23,940",,"25,918",,"28,037",,"31,156",,"30,114",
,Social transfers in kind (STiK): other,"2,493",,"2,625",,"2,706",,"2,767",,"2,761",,"1,855",,"1,910",,"1,876",,"1,912",,"2,014",,"2,015",,"2,090",,"2,083",,"2,122",,"2,178",,"2,378",,"2,466",,"2,452",,"2,629",,"2,681",,"2,154",,"2,222",,"2,251",,"2,271",,"2,366",,"1,935",,"2,039",,"2,106",,"2,156",,"2,164",,"2,808",,"2,989",,"3,017",,"3,125",,"3,041",,"3,204",,"3,275",,"3,703",,"3,900",,"3,804",,"2,413",,"2,512",,"2,661",,"2,749",,"2,761",,"2,558",,"2,667",,"2,776",,"2,705",,"2,676",,"2,313",,"2,418",,"2,575",,"2,558",,"2,746",,"7,552",,"7,712",,"6,890",,"7,607",,"8,007",,"12,646",,"12,945",,"12,900",,"14,086",,"14,300",,"14,415",,"15,159",,"16,481",,"18,663",,"17,981",
,Household actual final consumption,"61,541",,"63,599",,"64,875",,"62,304",,"66,320",,"62,241",,"62,872",,"62,422",,"61,029",,"67,270",,"56,054",,"56,919",,"56,015",,"55,631",,"65,400",,"59,517",,"61,200",,"62,394",,"60,466",,"66,068",,"57,867",,"59,058",,"59,089",,"59,089",,"63,538",,"53,705",,"55,498",,"57,343",,"56,283",,"60,468",,"62,794",,"65,045",,"66,172",,"61,813",,"65,077",,"62,683",,"64,331",,"65,808",,"63,406",,"67,807",,"65,246",,"66,649",,"67,294",,"64,314",,"68,459",,"67,400",,"69,160",,"70,227",,"67,386",,"68,583",,"65,972",,"68,876",,"70,310",,"69,422",,"76,847",,"83,204",,"83,234",,"76,652",,"80,755",,"84,579",,"103,695",,"106,516",,"98,644",,"107,977",,"114,634",,"93,397",,"96,511",,"101,879",,"109,955",,"107,188",
,Change in pension entitlements,"1,755",,"1,722",,"1,866",,"1,521",,"1,602",,"1,419",,713,,634,,-74,,-22,,"1,303",,"1,199",,"1,174",,867,,858,,"2,104",,"1,941",,"1,896",,"1,549",,"1,581",,"1,741",,"1,606",,"1,565",,"1,256",,"1,334",,"2,911",,"3,141",,"3,460",,"3,210",,"3,346",,"1,422",,"1,373",,"1,540",,"1,190",,"1,292",,"1,785",,"1,759",,"1,570",,"1,379",,"1,439",,"1,422",,"1,218",,"1,276",,824,,941,,"1,186",,683,,682,,97,,2,,"1,169",,"1,261",,"1,378",,"1,146",,"1,240",,"1,894",,"2,273",,"2,226",,"1,061",,779,,"2,955",,"3,852",,"3,147",,"2,011",,"1,535",,"4,074",,"5,286",,"6,426",,"5,904",,"6,159",
,Household net saving,961,,308,,"1,062",,"7,742",,"6,100",,703,,261,,450,,"2,587",,"2,539",,295,,-667,,-47,,"2,430",,-203,,"-1,571",,"-1,593",,"-1,877",,"3,330",,453,,-18,,-432,,-306,,"2,433",,"1,834",,"2,331",,"2,149",,"2,655",,"7,875",,"6,381",,-338,,-617,,-177,,"8,809",,"8,044",,577,,"-1,000",,-611,,"6,263",,"3,548",,"2,489",,565,,"1,064",,"8,208",,"3,432",,"4,574",,"3,114",,"5,549",,"10,891",,"8,766",,-824,,"-2,375",,-997,,"4,233",,966,,"13,634",,"14,493",,"12,542",,"16,175",,"18,859",,"9,569",,"9,069",,"10,109",,"15,692",,"14,910",,"21,146",,"21,396",,"21,187",,"28,419",,"27,729",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Totals for Canada and by province/territory may not correspond to the Provincial and territorial economic accounts (PTEA) at certain times of the year, depending on the timing of releases for the Distributions of household economic accounts (DHEA) relative to the PTEA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"Value per consumption unit reflects the Statistics value"" divided by the number of consumption units"," which is based on a method proposed by the Organization for Economic Co-operation and Development (OECD). The ""OECD-modified"" equivalence scale assigns a value of 1 to the first adult", 0.5 to each additional person aged 14 and over," and 0.3 for all children under 14.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Statistics Canada. Table 36-10-0588-01  Distributions of household economic accounts, income, consumption and saving, Canada, provinces and territories, annual (x 1,000,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610058801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
